employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
3856,No,36,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,7.887590605627084
3857,No,25,Travel_Frequently,Sales,5,1,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,6.0651466380543635
3858,No,39,Travel_Rarely,Sales,10,3,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,6.776572855750485
3859,No,49,Travel_Rarely,Sales,4,2,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,7.813417257683209
3860,No,50,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,7.787777777777779
3861,No,20,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,6.6152955082742375
3862,No,34,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,7.691735253772293
3863,No,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,6.00314093314093
3864,No,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,8.480666666666666
3865,No,36,Non-Travel,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,8.009613266283525
3866,No,36,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,6.313820037986706
3867,No,54,Travel_Rarely,Sales,24,3,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,7.590807217473885
3868,No,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,7.602657254361796
3869,Yes,35,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,8.362878787878785
3870,No,38,Travel_Frequently,Research & Development,19,2,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,7.185211805555552
3871,No,29,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,10.688967391304349
3872,No,33,Travel_Rarely,Research & Development,7,3,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,6.380850480109739
3873,No,32,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,6.61519212962963
3874,No,31,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,7.401361585944919
3875,No,49,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,9.711996151996148
3876,No,38,Travel_Frequently,Sales,29,2,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,7.781927966101696
3877,No,47,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,6.705334255417238
3878,No,49,Travel_Rarely,Research & Development,21,3,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,6.390048879351456
3879,No,41,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,10.995572424651376
3880,No,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,7.722351532567048
3881,No,33,Non-Travel,Research & Development,18,2,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,9.514089068825912
3882,No,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,6.011818287037041
3883,No,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,8.514237588652486
3884,Yes,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,8.11039419087137
3885,No,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,7.406556283357593
3886,No,53,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,2.0,4.0,.,3,3,8.025557950191567
3887,Yes,48,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,9.921207929921625
3888,Yes,32,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,7.502065118397085
3889,No,26,Non-Travel,Research & Development,18,2,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,7.179538958045182
3890,No,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,7.683146551724133
3891,No,34,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,7.971089569160996
3892,No,60,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,6.223042824074073
3893,No,33,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,7.8237838468720815
3894,No,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,6.5049905033238415
3895,No,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,7.099637377963732
3896,Yes,23,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,9.224344070961713
3897,No,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,8.535351239669424
3898,No,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,8.188280313508532
3899,No,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,8.078224586288417
3900,No,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,6.7058401360544195
3901,No,41,Travel_Rarely,Sales,6,4,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,6.995156175488794
3902,No,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,7.864863526570049
3903,No,36,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,6.277419278252614
3904,No,45,Non-Travel,Sales,2,3,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,6.309411404796873
3905,Yes,24,Travel_Rarely,Sales,6,2,Medical,1,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,6.410934557438794
3906,Yes,47,Travel_Frequently,Research & Development,1,3,Medical,1,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,6.805530092592595
3907,No,26,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,7.701706183170614
3908,No,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,6.575021186440677
3909,No,32,Travel_Frequently,Sales,1,1,Marketing,1,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,6.894498171010523
3910,No,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,7.224268115942027
3911,No,41,Non-Travel,Sales,2,2,Medical,1,Male,2,Research Scientist,Married,107980,.,Y,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,7.710550786838341
3912,No,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,9.816450488145053
3913,No,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,5.979858229598895
3914,No,46,Travel_Rarely,Research & Development,6,3,Medical,1,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,7.615646551724141
3915,No,35,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,7.405883101851851
3916,No,30,Travel_Rarely,Sales,9,4,Marketing,1,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,7.315814009661836
3917,No,47,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,7.717876647834277
3918,No,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,9.827860750360749
3919,Yes,36,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,10.412180611785875
3920,Yes,32,Travel_Rarely,Research & Development,26,3,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,6.987964580300822
3921,No,23,Travel_Rarely,Sales,6,4,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,6.006363636363636
3922,No,31,Travel_Frequently,Sales,3,3,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,6.496436988936992
3923,No,39,Non-Travel,Research & Development,3,3,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,10.19331481481482
3924,No,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,7.591640482695804
3925,No,40,Travel_Rarely,Sales,6,3,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,7.906473799126641
3926,No,45,Travel_Rarely,Research & Development,19,4,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,7.790443469785574
3927,No,30,Travel_Frequently,Sales,9,3,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,6.214679580896682
3928,No,24,Travel_Frequently,Sales,3,4,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,5.986451129552789
3929,Yes,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,6.707549951267056
3930,No,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,7.606590702947841
3931,No,27,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,6.325555555555556
3932,Yes,29,Travel_Rarely,Sales,4,3,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,6.804979338842975
3933,No,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,8.795385735080053
3934,No,30,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,8.002729885057471
3935,No,34,Travel_Rarely,Research & Development,1,2,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,9.915464480874316
3936,No,33,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,7.424654811715485
3937,No,49,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,7.713776150627619
3938,Yes,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,8.306316526610646
3939,No,38,Travel_Frequently,Research & Development,28,3,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,7.912287308228728
3940,Yes,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,6.221997354497347
3941,No,29,Travel_Rarely,Research & Development,3,4,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,6.287173611111109
3942,No,30,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,6.788280367231635
3943,No,32,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,5.982664742664739
3944,No,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,9.03638433515483
3945,Yes,43,Travel_Frequently,Research & Development,1,4,Other,1,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,8.40061391223156
3946,No,42,Travel_Rarely,Human Resources,1,3,Other,1,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,6.699085309158533
3947,No,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,7.598850241545893
3948,No,33,Non-Travel,Research & Development,14,3,Other,1,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,6.731928506375229
3949,No,41,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,6.2912017906336075
3950,No,34,Non-Travel,Research & Development,7,4,Medical,1,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,8.186905255878287
3951,No,53,Non-Travel,Research & Development,10,4,Medical,1,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,8.12312244897959
3952,No,43,Travel_Rarely,Sales,16,2,Marketing,1,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,6.0869706284153
3953,No,34,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,7.696015046296299
3954,Yes,21,Travel_Rarely,Sales,1,2,Marketing,1,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,7.522102657004834
3955,No,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,6.394260431317397
3956,Yes,22,Travel_Rarely,Research & Development,1,3,Other,1,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,8.90772727272728
3957,No,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,7.2956280727630265
3958,No,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,6.686816148775893
3959,No,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,7.9937440645774
3960,No,46,Travel_Rarely,Sales,3,4,Marketing,1,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,9.988379028379024
3961,No,36,Travel_Rarely,Research & Development,27,3,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,9.481728650137738
3962,Yes,44,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,9.291028806584354
3963,No,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,6.06843411996067
3964,Yes,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,8.594216643421662
3965,No,33,Travel_Rarely,Research & Development,8,5,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,8.043768861454048
3966,No,28,Travel_Rarely,Sales,9,3,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,7.366939890710381
3967,No,39,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,6.890665708812261
3968,No,46,Non-Travel,Research & Development,9,2,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,6.701427895981083
3969,No,40,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,6.609389619883041
3970,No,42,Travel_Rarely,Research & Development,7,4,Other,1,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,6.610516366989394
3971,No,35,Non-Travel,Sales,10,1,Life Sciences,1,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,6.684642531876143
3972,No,38,Non-Travel,Sales,6,4,Marketing,1,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,7.839338235294119
3973,Yes,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,7.8955179524502705
3974,Yes,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,6.195063185503099
3975,No,39,Travel_Frequently,Research & Development,2,1,Medical,1,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,6.1946315667131575
3976,No,43,Non-Travel,Human Resources,8,5,Medical,1,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,7.35381291547958
3977,No,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,7.818558590102708
3978,No,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,10.283835425383549
3979,No,30,Travel_Rarely,Sales,26,3,Marketing,1,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,7.0870643153527
3980,Yes,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,8.706473922902498
3981,Yes,46,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,7.980355750487331
3982,No,40,Travel_Rarely,Sales,27,2,Medical,1,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,6.624849137931032
3983,No,34,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,7.404434071000465
3984,No,58,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,6.579242097701147
3985,No,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,7.400633569739953
3986,No,47,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,10.694584520417857
3987,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,7.240177404295051
3988,No,54,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,7.0599519456165005
3989,No,31,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,7.490254930254929
3990,No,28,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,7.590064463197377
3991,No,38,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,9.485377585377593
